date,precision,recall,auc,averagePrecision,f1,accuracy,mcc,hammingLoss,logLoss,lift,calibrationLoss,customScore,costMatrixGain
2023-08-22T09:25:22.186Z,0.3659621802002225,0.34306569343065696,0.778079741762937,0.2983954177388443,0.3541442411194833,0.8980718593391659,0.29906056116329466,0.10192814066083411,0.2410167555001268,1.9083187940648343,0.016499900543444867,,0.013420538520343158
